order_date,state,segment,title,quantity,total_price
2025-11-23,FL,New,Rolex Cellini Date Black Dial,2,17999.98
2025-11-23,FL,New,Wooden Bathroom Sink With Mirror,3,2399.97
2025-11-23,FL,New,Red Tongs,3,20.97
2025-11-23,WA,New,Lunch Box,2,25.98
2025-11-23,NY,VIP,Lenovo Yoga 920,3,3299.97
2025-11-23,NY,VIP,Red Nail Polish,1,8.99
2025-11-23,NY,VIP,Red Onions,2,3.98
2025-11-23,NY,VIP,Puma Future Rider Trainers,1,89.99
2025-11-23,TX,VIP,House Showpiece Plant,2,79.98
2025-11-23,TX,VIP,Kiwi,2,4.98
2025-11-23,TX,VIP,Man Short Sleeve Shirt,3,59.97
2025-11-23,CA,Returning,Lunch Box,1,12.99
2025-11-23,CA,Returning,Gigabyte Aorus Men Tshirt,1,24.99
2025-11-23,CA,Returning,Huawei Matebook X Pro,3,4199.97
2025-11-23,CA,Returning,Boxed Blender,2,79.98
2025-11-23,IL,VIP,Potatoes,1,2.29
2025-11-23,IL,VIP,Soft Drinks,2,3.98
2025-11-23,IL,VIP,Apple Airpods,3,389.97
2025-11-23,CA,VIP,Spice Rack,3,59.97
2025-11-23,FL,New,Ice Cube Tray,3,17.97
2025-11-23,FL,New,Asus Zenbook Pro Dual Screen Laptop,3,5399.97
2025-11-23,FL,New,Apple Airpods,2,259.98
2025-11-23,FL,New,Red Onions,1,1.99
2025-11-23,MO,Returning,Beef Steak,1,12.99
2025-11-23,MO,Returning,House Showpiece Plant,3,119.97
2025-11-23,MO,Returning,Nike Baseball Cleats,2,159.98
2025-11-23,GA,VIP,Pan,1,24.99
2025-11-23,GA,VIP,Egg Slicer,1,6.99
2025-11-23,GA,VIP,Red Tongs,1,6.99
2025-11-23,GA,VIP,Milk,3,10.47
2025-11-23,IL,Returning,Wooden Bathroom Sink With Mirror,3,2399.97
2025-11-23,GA,VIP,Apple Airpods,1,129.99
2025-11-23,GA,VIP,Rolex Submariner Watch,2,27999.98
2025-11-23,GA,VIP,Red Onions,2,3.98
2025-11-23,GA,VIP,Water,1,0.99
2025-11-23,IL,Returning,Strawberry,2,7.98
2025-11-23,IL,Returning,Mug Tree Stand,2,31.98
2025-11-23,TX,VIP,Kiwi,3,7.47
2025-11-23,TX,VIP,Brown Leather Belt Watch,3,269.97
2025-11-23,CA,New,Fine Mesh Strainer,2,19.98
2025-11-23,NY,VIP,Egg Slicer,3,20.97
2025-11-23,NY,VIP,Table Lamp,2,99.98
2025-11-23,NY,VIP,Powder Canister,2,29.98
2025-11-23,TX,New,Green Chili Pepper,3,2.97
2025-11-23,MO,VIP,Slotted Turner,1,8.99
2025-11-23,MO,VIP,Tray,2,33.98
2025-11-23,MO,VIP,Milk,1,3.49
2025-11-23,MO,VIP,Chicken Meat,3,29.97
2025-11-23,TX,New,Fish Steak,2,29.98
2025-11-23,TX,New,Amazon Echo Plus,2,199.98
2025-11-23,TX,New,Nike Baseball Cleats,2,159.98
2025-11-23,WA,Returning,Nescafe Coffee,2,15.98
2025-11-23,WA,Returning,Carbon Steel Wok,2,59.98
2025-11-23,WA,Returning,Cucumber,3,4.47
2025-11-23,WA,Returning,Asus Zenbook Pro Dual Screen Laptop,1,1799.99
2025-11-23,CA,VIP,Rolex Cellini Moonphase,1,12999.99
2025-11-23,CA,VIP,Honey Jar,2,13.98
2025-11-23,CA,VIP,Family Tree Photo Frame,2,59.98
2025-11-23,FL,New,Red Lipstick,3,38.97
2025-11-23,FL,New,Chicken Meat,1,9.99
2025-11-23,FL,New,Plate,3,11.97
2025-11-23,WA,Returning,Potatoes,3,6.87
2025-11-23,WA,Returning,Hand Blender,1,34.99
2025-11-23,WA,Returning,Strawberry,3,11.97
2025-11-23,GA,VIP,Dolce Shine Eau de,1,69.99
2025-11-23,NY,New,Kiwi,3,7.47
2025-11-23,NY,New,Men Check Shirt,3,83.97
2025-11-23,NY,New,Apple,2,3.98
2025-11-23,NY,New,Dior J'adore,2,179.98
2025-11-23,IL,Returning,Red Onions,3,5.97
2025-11-23,IL,Returning,Amazon Echo Plus,3,299.97
2025-11-23,GA,VIP,Beef Steak,3,38.97
2025-11-23,GA,VIP,Dior J'adore,1,89.99
2025-11-23,GA,VIP,Cat Food,3,26.97
2025-11-23,GA,VIP,Eyeshadow Palette with Mirror,3,59.97
2025-11-23,TX,Returning,Plate,2,7.98
2025-11-23,TX,Returning,Puma Future Rider Trainers,3,269.97
2025-11-23,TX,Returning,Dog Food,1,10.99
2025-11-23,MO,Returning,Cat Food,1,8.99
2025-11-23,MO,Returning,Brown Leather Belt Watch,1,89.99
2025-11-23,MO,New,Nike Baseball Cleats,2,159.98
2025-11-23,NY,Returning,Bedside Table African Cherry,3,899.97
2025-11-23,NY,Returning,Cucumber,2,2.98
2025-11-23,MO,Returning,Bamboo Spatula,3,23.97
2025-11-23,MO,Returning,Sports Sneakers Off White Red,2,219.98
2025-11-23,CA,VIP,Red Onions,1,1.99
2025-11-23,CA,VIP,Potatoes,1,2.29
2025-11-23,FL,VIP,Kitchen Sieve,2,15.98
2025-11-23,FL,VIP,Honey Jar,1,6.99
2025-11-23,MO,VIP,Spice Rack,2,39.98
2025-11-23,TX,New,Fine Mesh Strainer,3,29.97
2025-11-23,NY,Returning,Bedside Table African Cherry,2,599.98
2025-11-23,NY,Returning,Chopping Board,3,38.97
2025-11-23,CA,New,Silver Pot With Glass Cap,3,119.97
2025-11-23,CA,New,Red Tongs,3,20.97
2025-11-23,CA,New,Red Onions,2,3.98
2025-11-23,CA,New,Ice Cream,3,16.47
2025-11-23,IL,VIP,Asus Zenbook Pro Dual Screen Laptop,3,5399.97
2025-11-23,IL,VIP,Sports Sneakers Off White & Red,2,239.98
2025-11-23,IL,VIP,Huawei Matebook X Pro,1,1399.99
2025-11-23,IL,VIP,Black Aluminium Cup,2,11.98
2025-11-23,NY,Returning,Silver Pot With Glass Cap,1,39.99
2025-11-23,NY,Returning,Puma Future Rider Trainers,2,179.98
2025-11-23,NY,Returning,Fine Mesh Strainer,1,9.99
2025-11-23,GA,VIP,Apple MacBook Pro 14 Inch Space Grey,2,3999.98
2025-11-23,GA,VIP,Boxed Blender,3,119.97
2025-11-23,GA,VIP,Juice,1,3.99
2025-11-23,GA,VIP,New DELL XPS 13 9300 Laptop,3,4499.97
2025-11-23,CA,New,Men Check Shirt,1,27.99
2025-11-23,CA,New,Nescafe Coffee,1,7.99
2025-11-23,CA,New,Table Lamp,1,49.99
2025-11-24,FL,New,Rolex Cellini Date Black Dial,1,8999.99
2025-11-24,CA,New,Sports Sneakers Off White & Red,2,239.98
2025-11-24,IL,VIP,Soft Drinks,3,5.97
2025-11-24,IL,VIP,Chicken Meat,3,29.97
2025-11-24,IL,VIP,Lunch Box,1,12.99
2025-11-24,FL,New,Microwave Oven,1,89.99
2025-11-24,FL,New,Decoration Swing,3,179.97
2025-11-24,FL,New,Mulberry,3,14.97
2025-11-24,FL,New,Honey Jar,1,6.99
2025-11-24,WA,Returning,Rice,3,17.97
2025-11-24,WA,Returning,Fork,2,7.98
2025-11-24,WA,Returning,Apple,2,3.98
2025-11-24,NY,Returning,Protein Powder,2,39.98
2025-11-24,NY,Returning,Essence Mascara Lash Princess,1,9.99
2025-11-24,GA,New,Mulberry,1,4.99
2025-11-24,GA,New,Cucumber,1,1.49
2025-11-24,CA,Returning,Protein Powder,1,19.99
2025-11-24,CA,Returning,Nescafe Coffee,1,7.99
2025-11-24,CA,Returning,Red Lipstick,3,38.97
2025-11-24,CA,Returning,Apple MacBook Pro 14 Inch Space Grey,3,5999.97
2025-11-24,FL,New,Green Bell Pepper,1,1.29
2025-11-24,FL,New,Man Plaid Shirt,3,104.97
2025-11-24,FL,New,Rolex Cellini Moonphase,2,25999.98
2025-11-24,FL,New,Dog Food,1,10.99
2025-11-24,FL,VIP,Nescafe Coffee,2,15.98
2025-11-24,FL,VIP,Cooking Oil,2,9.98
2025-11-24,FL,VIP,Blue & Black Check Shirt,3,89.97
2025-11-24,FL,VIP,Asus Zenbook Pro Dual Screen Laptop,1,1799.99
2025-11-24,NY,VIP,Mug Tree Stand,2,31.98
2025-11-24,IL,VIP,Nike Baseball Cleats,3,239.97
2025-11-24,IL,VIP,Nike Air Jordan 1 Red And Black,1,149.99
2025-11-24,IL,VIP,Microwave Oven,3,269.97
2025-11-24,IL,VIP,Carbon Steel Wok,3,89.97
2025-11-24,GA,New,Electric Stove,1,49.99
2025-11-24,WA,Returning,Ice Cream,3,16.47
2025-11-24,WA,Returning,Longines Master Collection,2,2999.98
2025-11-24,WA,Returning,Dolce Shine Eau de,3,209.97
2025-11-24,GA,New,Bamboo Spatula,1,7.99
2025-11-24,MO,VIP,Tissue Paper Box,1,2.49
2025-11-24,MO,VIP,Chanel Coco Noir Eau De,1,129.99
2025-11-24,FL,New,Red Tongs,3,20.97
2025-11-24,FL,New,Microwave Oven,2,179.98
2025-11-24,CA,New,Cooking Oil,2,9.98
2025-11-24,IL,New,Apple MacBook Pro 14 Inch Space Grey,1,1999.99
2025-11-24,IL,New,Rolex Cellini Moonphase,2,25999.98
2025-11-24,IL,New,Silver Pot With Glass Cap,3,119.97
2025-11-24,IL,New,Egg Slicer,3,20.97
2025-11-24,GA,New,Apple,1,1.99
2025-11-24,GA,New,Black Whisk,2,19.98
2025-11-24,MO,VIP,Glass,3,14.97
2025-11-24,MO,VIP,Slotted Turner,1,8.99
2025-11-24,MO,VIP,Fine Mesh Strainer,2,19.98
2025-11-24,MO,VIP,Cat Food,3,26.97
2025-11-24,FL,Returning,Green Bell Pepper,2,2.58
2025-11-24,FL,Returning,Beef Steak,2,25.98
2025-11-24,FL,Returning,Red Tongs,1,6.99
2025-11-24,FL,VIP,Silver Pot With Glass Cap,1,39.99
2025-11-24,FL,VIP,Plant Pot,2,29.98
2025-11-24,NY,Returning,Sports Sneakers Off White Red,1,109.99
2025-11-24,IL,Returning,Powder Canister,2,29.98
2025-11-24,IL,Returning,Eggs,1,2.99
2025-11-24,NY,New,Kitchen Sieve,1,7.99
2025-11-24,NY,New,Fish Steak,2,29.98
2025-11-24,NY,New,Wooden Bathroom Sink With Mirror,1,799.99
2025-11-24,NY,New,Rice,1,5.99
2025-11-24,FL,Returning,Nike Air Jordan 1 Red And Black,2,299.98
2025-11-24,FL,Returning,Slotted Turner,2,17.98
2025-11-24,FL,Returning,Blue & Black Check Shirt,1,29.99
2025-11-24,FL,Returning,Silver Pot With Glass Cap,1,39.99
2025-11-24,NY,Returning,Plate,3,11.97
2025-11-24,MO,Returning,Lunch Box,3,38.97
2025-11-24,TX,Returning,Black Aluminium Cup,3,17.97
2025-11-24,TX,Returning,Eyeshadow Palette with Mirror,1,19.99
2025-11-24,TX,Returning,Hand Blender,1,34.99
2025-11-24,TX,Returning,Mulberry,1,4.99
2025-11-24,GA,VIP,Eggs,3,8.97
2025-11-24,GA,VIP,Nike Air Jordan 1 Red And Black,1,149.99
2025-11-24,NY,Returning,Milk,2,6.98
2025-11-24,NY,Returning,Citrus Squeezer Yellow,2,17.98
2025-11-24,GA,Returning,Wooden Rolling Pin,2,23.98
2025-11-24,GA,Returning,Apple,1,1.99
2025-11-24,IL,New,Fine Mesh Strainer,2,19.98
2025-11-24,TX,Returning,Fish Steak,3,44.97
2025-11-24,TX,Returning,Lemon,1,0.79
2025-11-24,TX,Returning,Boxed Blender,3,119.97
2025-11-24,TX,Returning,Mulberry,3,14.97
2025-11-24,GA,New,Huawei Matebook X Pro,1,1399.99
2025-11-24,GA,New,Red Tongs,3,20.97
2025-11-24,CA,Returning,Eyeshadow Palette with Mirror,2,39.98
2025-11-24,IL,Returning,Dolce Shine Eau de,2,139.98
2025-11-24,IL,Returning,Brown Leather Belt Watch,3,269.97
2025-11-24,IL,Returning,Potatoes,1,2.29
2025-11-24,IL,Returning,Table Lamp,3,149.97
2025-11-24,CA,VIP,Microwave Oven,2,179.98
2025-11-24,CA,VIP,Blue & Black Check Shirt,1,29.99
2025-11-24,TX,Returning,Black Whisk,1,9.99
2025-11-24,TX,Returning,Plant Pot,3,44.97
2025-11-24,TX,Returning,Nike Baseball Cleats,2,159.98
2025-11-24,GA,New,Annibale Colombo Sofa,1,2499.99
2025-11-24,GA,New,Eggs,2,5.98
2025-11-24,NY,New,Microwave Oven,3,269.97
2025-11-24,NY,New,Fork,1,3.99
2025-11-25,WA,New,Boxed Blender,3,119.97
2025-11-25,WA,New,Electric Stove,1,49.99
2025-11-25,IL,VIP,Rolex Cellini Date Black Dial,3,26999.97
2025-11-25,IL,VIP,Fork,1,3.99
2025-11-25,MO,VIP,Lemon,1,0.79
2025-11-25,MO,VIP,Silver Pot With Glass Cap,1,39.99
2025-11-25,MO,VIP,Strawberry,2,7.98
2025-11-25,MO,VIP,New DELL XPS 13 9300 Laptop,3,4499.97
2025-11-25,CA,New,Wooden Bathroom Sink With Mirror,2,1599.98
2025-11-25,CA,New,Nike Baseball Cleats,1,79.99
2025-11-25,CA,New,Lunch Box,3,38.97
2025-11-25,IL,VIP,Carbon Steel Wok,1,29.99
2025-11-25,IL,VIP,Kiwi,3,7.47
2025-11-25,IL,VIP,House Showpiece Plant,2,79.98
2025-11-25,IL,VIP,Longines Master Collection,1,1499.99
2025-11-25,FL,New,Amazon Echo Plus,2,199.98
2025-11-25,FL,New,House Showpiece Plant,2,79.98
2025-11-25,FL,New,Red Tongs,3,20.97
2025-11-25,FL,New,Milk,1,3.49
2025-11-25,WA,New,Wooden Bathroom Sink With Mirror,1,799.99
2025-11-25,WA,New,Lemon,1,0.79
2025-11-25,WA,New,Fork,2,7.98
2025-11-25,FL,VIP,Ice Cube Tray,2,11.98
2025-11-25,FL,VIP,Kiwi,1,2.49
2025-11-25,CA,Returning,Apple MacBook Pro 14 Inch Space Grey,1,1999.99
2025-11-25,CA,Returning,Nike Air Jordan 1 Red And Black,1,149.99
2025-11-25,CA,Returning,Lunch Box,2,25.98
2025-11-25,NY,Returning,Table Lamp,1,49.99
2025-11-25,NY,Returning,Rice,2,11.98
2025-11-25,NY,Returning,Juice,2,7.98
2025-11-25,NY,Returning,Mug Tree Stand,2,31.98
2025-11-25,NY,New,Asus Zenbook Pro Dual Screen Laptop,3,5399.97
2025-11-25,NY,New,Water,3,2.97
2025-11-25,NY,New,Spoon,3,14.97
2025-11-25,NY,New,Blue & Black Check Shirt,1,29.99
2025-11-25,CA,New,House Showpiece Plant,1,39.99
2025-11-25,CA,New,Table Lamp,3,149.97
2025-11-25,CA,New,Boxed Blender,3,119.97
2025-11-25,CA,New,Asus Zenbook Pro Dual Screen Laptop,2,3599.98
2025-11-25,NY,VIP,Huawei Matebook X Pro,2,2799.98
2025-11-25,NY,VIP,Chicken Meat,1,9.99
2025-11-25,NY,VIP,Powder Canister,3,44.97
2025-11-25,NY,VIP,Plate,3,11.97
2025-11-25,TX,New,Eyeshadow Palette with Mirror,1,19.99
2025-11-25,IL,New,Citrus Squeezer Yellow,1,8.99
2025-11-25,IL,New,Knoll Saarinen Executive Conference Chair,3,1499.97
2025-11-25,IL,New,Spoon,1,4.99
2025-11-25,GA,New,Amazon Echo Plus,2,199.98
2025-11-25,GA,New,Tissue Paper Box,3,7.47
2025-11-25,GA,New,Gigabyte Aorus Men Tshirt,2,49.98
2025-11-25,NY,VIP,Annibale Colombo Bed,2,3799.98
2025-11-25,NY,VIP,Knoll Saarinen Executive Conference Chair,3,1499.97
2025-11-25,NY,VIP,Ice Cube Tray,2,11.98
2025-11-25,GA,New,Spoon,2,9.98
2025-11-25,GA,New,Microwave Oven,3,269.97
2025-11-25,GA,New,Decoration Swing,3,179.97
2025-11-25,NY,VIP,Glass,2,9.98
2025-11-25,NY,VIP,Nike Air Jordan 1 Red And Black,2,299.98
2025-11-25,NY,VIP,Water,1,0.99
2025-11-25,GA,New,Brown Leather Belt Watch,2,179.98
2025-11-25,FL,VIP,Tray,1,16.99
2025-11-25,MO,VIP,Potatoes,2,4.58
2025-11-25,MO,VIP,Rolex Cellini Date Black Dial,2,17999.98
2025-11-25,MO,VIP,Glass,3,14.97
2025-11-25,TX,Returning,Protein Powder,1,19.99
2025-11-25,TX,Returning,Gigabyte Aorus Men Tshirt,3,74.97
2025-11-25,TX,Returning,Green Bell Pepper,2,2.58
2025-11-26,WA,Returning,Red Lipstick,2,25.98
2025-11-26,WA,Returning,Water,3,2.97
2025-11-26,WA,Returning,Dog Food,2,21.98
2025-11-26,FL,New,Asus Zenbook Pro Dual Screen Laptop,1,1799.99
2025-11-26,FL,New,Silver Pot With Glass Cap,1,39.99
2025-11-26,FL,New,Grater Black,2,21.98
2025-11-26,FL,New,Slotted Turner,1,8.99
2025-11-26,FL,VIP,Microwave Oven,1,89.99
2025-11-26,FL,VIP,Longines Master Collection,1,1499.99
2025-11-26,FL,VIP,Egg Slicer,3,20.97
2025-11-26,FL,VIP,Annibale Colombo Sofa,3,7499.97
2025-11-26,MO,New,Lemon,2,1.58
2025-11-26,NY,VIP,Essence Mascara Lash Princess,2,19.98
2025-11-26,NY,VIP,Apple MacBook Pro 14 Inch Space Grey,2,3999.98
2025-11-26,FL,VIP,Mulberry,3,14.97
2025-11-26,FL,VIP,Cucumber,3,4.47
2025-11-26,FL,VIP,Microwave Oven,1,89.99
2025-11-26,TX,New,Soft Drinks,3,5.97
2025-11-26,GA,VIP,Tissue Paper Box,2,4.98
2025-11-26,GA,VIP,Silver Pot With Glass Cap,2,79.98
2025-11-26,NY,Returning,Asus Zenbook Pro Dual Screen Laptop,1,1799.99
2025-11-26,NY,Returning,Protein Powder,3,59.97
2025-11-26,NY,Returning,Red Nail Polish,3,26.97
2025-11-26,WA,Returning,Red Nail Polish,1,8.99
2025-11-26,WA,Returning,Amazon Echo Plus,2,199.98
2025-11-26,FL,New,Mulberry,1,4.99
2025-11-26,FL,New,Rice,1,5.99
2025-11-26,FL,New,Chicken Meat,3,29.97
2025-11-26,FL,VIP,Blue & Black Check Shirt,1,29.99
2025-11-26,FL,VIP,Dog Food,1,10.99
2025-11-26,FL,VIP,Table Lamp,1,49.99
2025-11-26,FL,VIP,Knoll Saarinen Executive Conference Chair,1,499.99
2025-11-26,WA,Returning,Brown Leather Belt Watch,2,179.98
2025-11-26,WA,Returning,Knife,3,44.97
2025-11-26,WA,Returning,Glass,2,9.98
2025-11-26,WA,Returning,Longines Master Collection,2,2999.98
2025-11-26,IL,New,Fine Mesh Strainer,3,29.97
2025-11-26,IL,New,Sports Sneakers Off White & Red,2,239.98
2025-11-26,NY,Returning,Essence Mascara Lash Princess,1,9.99
2025-11-26,NY,Returning,Wooden Rolling Pin,1,11.99
2025-11-26,NY,Returning,Gucci Bloom Eau de,3,239.97
2025-11-26,CA,Returning,Wooden Rolling Pin,3,35.97
2025-11-26,CA,Returning,Slotted Turner,3,26.97
2025-11-26,FL,New,Annibale Colombo Sofa,2,4999.98
2025-11-26,WA,VIP,Electric Stove,3,149.97
2025-11-26,FL,New,Essence Mascara Lash Princess,1,9.99
2025-11-26,FL,New,Man Short Sleeve Shirt,1,19.99
2025-11-26,FL,New,Longines Master Collection,1,1499.99
2025-11-26,NY,New,Powder Canister,2,29.98
2025-11-26,NY,New,Dior J'adore,1,89.99
2025-11-26,WA,Returning,Boxed Blender,2,79.98
2025-11-26,WA,Returning,Fork,2,7.98
2025-11-26,WA,Returning,Nike Air Jordan 1 Red And Black,3,449.97
2025-11-26,GA,New,Potatoes,3,6.87
2025-11-26,GA,New,Ice Cream,3,16.47
2025-11-26,GA,New,Bedside Table African Cherry,2,599.98
2025-11-26,GA,New,Silver Pot With Glass Cap,3,119.97
2025-11-26,IL,VIP,Eyeshadow Palette with Mirror,1,19.99
2025-11-26,IL,VIP,Lunch Box,2,25.98
2025-11-26,MO,VIP,Potatoes,3,6.87
2025-11-26,MO,VIP,Bedside Table African Cherry,2,599.98
2025-11-26,MO,VIP,Knoll Saarinen Executive Conference Chair,2,999.98
2025-11-26,MO,VIP,House Showpiece Plant,2,79.98
2025-11-26,WA,VIP,Microwave Oven,1,89.99
2025-11-26,WA,VIP,Juice,2,7.98
2025-11-26,CA,Returning,Sports Sneakers Off White Red,3,329.97
2025-11-26,MO,Returning,Fine Mesh Strainer,2,19.98
2025-11-26,MO,Returning,Rolex Cellini Date Black Dial,3,26999.97
2025-11-26,MO,Returning,Eyeshadow Palette with Mirror,1,19.99
2025-11-26,FL,Returning,Strawberry,3,11.97
2025-11-26,FL,Returning,New DELL XPS 13 9300 Laptop,1,1499.99
2025-11-26,FL,Returning,Black Aluminium Cup,1,5.99
2025-11-26,FL,Returning,Bamboo Spatula,1,7.99
2025-11-26,TX,Returning,Lunch Box,2,25.98
2025-11-26,IL,New,Eyeshadow Palette with Mirror,3,59.97
2025-11-26,CA,Returning,Family Tree Photo Frame,1,29.99
2025-11-26,CA,Returning,Beef Steak,2,25.98
2025-11-26,IL,New,Red Tongs,1,6.99
2025-11-26,IL,New,Fine Mesh Strainer,1,9.99
2025-11-26,IL,New,Potatoes,3,6.87
2025-11-26,IL,New,House Showpiece Plant,3,119.97
2025-11-26,GA,New,Water,3,2.97
2025-11-26,GA,New,Carbon Steel Wok,1,29.99
2025-11-26,GA,New,Kiwi,2,4.98
2025-11-26,GA,New,Grater Black,1,10.99
2025-11-26,CA,VIP,Lenovo Yoga 920,1,1099.99
2025-11-26,WA,Returning,Knife,2,29.98
2025-11-26,WA,Returning,Man Plaid Shirt,2,69.98
2025-11-26,FL,Returning,Yellow Peeler,1,5.99
2025-11-26,MO,Returning,Plate,3,11.97
2025-11-26,MO,Returning,Chanel Coco Noir Eau De,1,129.99
2025-11-26,MO,New,Cucumber,3,4.47
2025-11-26,MO,New,Soft Drinks,1,1.99
2025-11-26,CA,VIP,Eyeshadow Palette with Mirror,2,39.98
2025-11-26,GA,Returning,Plate,3,11.97
2025-11-26,GA,Returning,Annibale Colombo Bed,2,3799.98
2025-11-26,TX,Returning,Asus Zenbook Pro Dual Screen Laptop,3,5399.97
2025-11-26,TX,Returning,Soft Drinks,1,1.99
2025-11-26,NY,Returning,Rice,2,11.98
2025-11-26,WA,VIP,Man Short Sleeve Shirt,3,59.97
2025-11-26,MO,New,Dior J'adore,1,89.99
2025-11-26,MO,New,Red Onions,2,3.98
2025-11-26,MO,New,Calvin Klein CK One,3,149.97
2025-11-26,MO,New,Apple,1,1.99
2025-11-26,IL,VIP,Rolex Cellini Date Black Dial,1,8999.99
2025-11-26,IL,VIP,Boxed Blender,3,119.97
2025-11-26,IL,VIP,Nescafe Coffee,1,7.99
2025-11-26,IL,VIP,Grater Black,3,32.97
2025-11-26,TX,Returning,Glass,2,9.98
2025-11-26,TX,Returning,Man Plaid Shirt,3,104.97
2025-11-26,TX,Returning,Carbon Steel Wok,3,89.97
2025-11-26,TX,Returning,Protein Powder,1,19.99
2025-11-26,WA,New,Annibale Colombo Sofa,2,4999.98
2025-11-26,WA,New,Green Bell Pepper,2,2.58
2025-11-26,WA,New,Grater Black,1,10.99
2025-11-26,FL,VIP,Chicken Meat,3,29.97
2025-11-26,FL,VIP,Rolex Cellini Date Black Dial,2,17999.98
2025-11-26,FL,VIP,Cooking Oil,1,4.99
2025-11-26,CA,VIP,Chicken Meat,1,9.99
2025-11-26,NY,Returning,Red Onions,1,1.99
2025-11-26,NY,Returning,Fine Mesh Strainer,3,29.97
2025-11-26,NY,Returning,Apple MacBook Pro 14 Inch Space Grey,2,3999.98
2025-11-26,NY,VIP,Lemon,3,2.37
2025-11-26,NY,VIP,Longines Master Collection,3,4499.97
2025-11-26,NY,VIP,Gucci Bloom Eau de,2,159.98
2025-11-26,WA,New,Red Nail Polish,2,17.98
2025-11-26,FL,Returning,Red Tongs,3,20.97
2025-11-26,FL,Returning,Kitchen Sieve,1,7.99
2025-11-26,FL,Returning,Protein Powder,2,39.98
2025-11-26,FL,Returning,Green Bell Pepper,2,2.58
2025-11-26,WA,VIP,Men Check Shirt,3,83.97
2025-11-26,WA,VIP,Citrus Squeezer Yellow,3,26.97
2025-11-26,WA,VIP,Annibale Colombo Bed,2,3799.98
2025-11-26,WA,VIP,Honey Jar,3,20.97
2025-11-26,CA,Returning,Honey Jar,2,13.98
2025-11-26,CA,Returning,Citrus Squeezer Yellow,2,17.98
2025-11-26,CA,Returning,Lenovo Yoga 920,1,1099.99
2025-11-26,WA,New,Green Chili Pepper,2,1.98
2025-11-26,WA,New,Essence Mascara Lash Princess,1,9.99
2025-11-26,WA,New,Gucci Bloom Eau de,3,239.97
2025-11-27,CA,New,Plate,3,11.97
2025-11-27,MO,Returning,Egg Slicer,2,13.98
2025-11-27,MO,Returning,Man Short Sleeve Shirt,2,39.98
2025-11-27,MO,Returning,Black Aluminium Cup,1,5.99
2025-11-27,WA,VIP,Red Onions,1,1.99
2025-11-27,WA,VIP,Cat Food,2,17.98
2025-11-27,WA,VIP,Rolex Cellini Date Black Dial,1,8999.99
2025-11-27,WA,VIP,Decoration Swing,2,119.98
2025-11-27,FL,Returning,Green Bell Pepper,3,3.87
2025-11-27,FL,Returning,Powder Canister,2,29.98
2025-11-27,FL,Returning,Protein Powder,2,39.98
2025-11-27,GA,Returning,Man Short Sleeve Shirt,1,19.99
2025-11-27,NY,VIP,Electric Stove,3,149.97
2025-11-27,NY,VIP,Annibale Colombo Sofa,3,7499.97
2025-11-27,NY,VIP,Apple,1,1.99
2025-11-27,WA,Returning,Fine Mesh Strainer,2,19.98
2025-11-27,WA,Returning,Sports Sneakers Off White & Red,2,239.98
2025-11-27,WA,Returning,Cucumber,2,2.98
2025-11-27,FL,New,Strawberry,2,7.98
2025-11-27,FL,New,Nescafe Coffee,1,7.99
2025-11-27,FL,New,Annibale Colombo Bed,2,3799.98
2025-11-27,FL,New,Eggs,1,2.99
2025-11-27,WA,VIP,Eyeshadow Palette with Mirror,3,59.97
2025-11-27,WA,VIP,Blue & Black Check Shirt,1,29.99
2025-11-27,MO,VIP,Rolex Datejust,2,21999.98
2025-11-27,MO,VIP,Annibale Colombo Bed,1,1899.99
2025-11-27,GA,Returning,Dolce Shine Eau de,3,209.97
2025-11-27,GA,Returning,Pan,3,74.97
2025-11-27,GA,Returning,Soft Drinks,3,5.97
2025-11-27,NY,New,New DELL XPS 13 9300 Laptop,3,4499.97
2025-11-27,FL,New,Eyeshadow Palette with Mirror,2,39.98
2025-11-27,FL,New,Mug Tree Stand,3,47.97
2025-11-27,FL,New,Strawberry,2,7.98
2025-11-27,FL,New,Green Chili Pepper,2,1.98
2025-11-27,NY,Returning,Kiwi,3,7.47
2025-11-27,CA,VIP,Juice,1,3.99
2025-11-27,CA,VIP,Dog Food,2,21.98
2025-11-27,MO,VIP,Knife,2,29.98
2025-11-27,MO,VIP,Honey Jar,3,20.97
2025-11-27,WA,Returning,Cucumber,3,4.47
2025-11-27,FL,New,Gigabyte Aorus Men Tshirt,2,49.98
2025-11-27,FL,New,Wooden Bathroom Sink With Mirror,3,2399.97
2025-11-27,FL,New,Juice,1,3.99
2025-11-27,WA,New,Pan,1,24.99
2025-11-27,WA,New,Black Whisk,3,29.97
2025-11-27,IL,Returning,Cooking Oil,2,9.98
2025-11-27,IL,Returning,Rolex Datejust,1,10999.99
2025-11-27,IL,Returning,Essence Mascara Lash Princess,2,19.98
2025-11-27,NY,Returning,Dior J'adore,2,179.98
2025-11-27,WA,Returning,Gucci Bloom Eau de,1,79.99
2025-11-27,WA,Returning,Lenovo Yoga 920,1,1099.99
2025-11-27,WA,Returning,Citrus Squeezer Yellow,3,26.97
2025-11-27,WA,Returning,Black Aluminium Cup,2,11.98
2025-11-27,WA,Returning,Nescafe Coffee,3,23.97
2025-11-27,FL,VIP,Apple Airpods,1,129.99
2025-11-27,FL,VIP,Beef Steak,2,25.98
2025-11-27,FL,VIP,Table Lamp,3,149.97
